0	0.003806
1	0.000000
2	0.007762
3	0.014159
4	0.024729
5	0.028848
6	0.018903
7	0.022228
8	0.013185
9	0.013690
10	0.000000
11	0.014184
12	0.000000
13	0.015999
14	0.000000
15	0.015777
16	0.000000
17	0.000000
18	0.016673
19	0.000000
20	0.000000
21	0.018476
22	0.000000
23	0.000000
24	0.019222
25	0.000000
26	0.019150
27	0.000000
28	0.018753
29	0.000000
30	0.018609
31	0.000000
32	0.019992
33	0.000000
34	0.019883
35	0.000000
36	0.020358
37	0.000000
38	0.000000
39	0.019727
40	0.000000
41	0.000000
42	0.018765
43	0.000000
44	0.000000
45	0.017707
46	0.000000
47	0.018350
48	0.000000
49	0.000000
50	0.017088
51	0.000000
52	0.017418
53	0.000000
54	0.017911
55	0.017051
56	0.000000
57	0.016775
58	0.000000
59	0.015452
60	0.000000
61	0.015139
62	0.000000
63	0.013570
64	0.000000
65	0.012903
66	0.012163
67	0.000000
68	0.010871
69	0.010708
70	0.009476
71	0.009145
72	0.008862
73	0.008484
74	0.008424
75	0.014051
76	0.000000
77	0.010612
78	0.008532
79	0.007708
80	0.007143
81	0.007323
82	0.007480
83	0.010756
84	0.010263
85	0.006409
86	0.006151
87	0.005886
88	0.008754
89	0.002850
90	0.009728
91	0.002207
92	0.004786
93	0.005002
94	0.002441
95	0.008027
96	0.002718
97	0.005700
98	0.002922
99	0.000000
100	0.005501
101	0.002784
102	0.002946
103	0.005345
104	0.002766
105	0.004804
106	0.005075
107	0.002333
108	0.004371
109	0.000000
110	0.004311
111	0.003842
112	0.003998
113	0.004275
114	0.002357
115	0.000000
116	0.004233
117	0.003734
118	0.000000
119	0.003848
120	0.000000
121	0.005544
122	0.000000
123	0.003830
124	0.000000
125	0.000000
126	0.003944
127	0.000000
128	0.003662
129	0.000000
130	0.000000
131	0.003662
132	0.000000
133	0.003716
134	0.000000
135	0.004990
136	0.000000
137	0.003102
138	0.003090
139	0.000000
140	0.005002
141	0.003096
142	0.000000
143	0.004792
144	0.000000
145	0.003373
146	0.000000
147	0.003692
148	0.000000
149	0.005093
150	0.000000
151	0.003475
152	0.000000
153	0.003547
154	0.000000
155	0.003385
156	0.000000
157	0.005051
158	0.000000
159	0.003295
160	0.000000
161	0.003692
162	0.003415
163	0.000000
164	0.003974
165	0.000000
166	0.005213
167	0.000000
168	0.003427
169	0.000000
170	0.004064
171	0.000000
172	0.000000
173	0.003704
174	0.000000
175	0.000000
176	0.000000
177	0.004377
178	0.000000
179	0.000000
180	0.000000
181	0.000000
182	0.000000
183	0.004443
184	0.000000
185	0.000000
186	0.000000
187	0.000000
188	0.000000
189	0.000000
190	0.000000
191	0.000000
192	0.000000
193	0.000000
194	0.000000
195	0.000000
196	0.000000
197	0.000000
198	0.000000
199	0.000000
200	0.000000
201	0.000000
202	0.000000
203	0.000000
204	0.000000
205	0.000000
206	0.000000
207	0.000000
208	0.000000
209	0.000000
210	0.000000
211	0.000000
212	0.000000
213	0.000000
214	0.000000
215	0.000000
216	0.000000
217	0.000000
218	0.000000
219	0.000000
220	0.000000
221	0.000000
222	0.000000
223	0.000000
224	0.000000
225	0.000000
226	0.000000
227	0.000000
228	0.000000
229	0.000000
230	0.000000
231	0.000000
232	0.000000
233	0.000000
234	0.000000
235	0.000000
236	0.000000
237	0.000000
238	0.000000
239	0.000000
240	0.000000
241	0.000000
242	0.000000
243	0.000000
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
