0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	3
38	3
39	3
40	3
41	3
42	3
43	3
44	3
45	3
46	3
47	3
48	3
49	3
50	4
51	4
52	4
53	4
54	4
55	4
56	4
57	5
58	5
59	5
60	5
61	6
62	6
63	7
64	7
65	8
66	9
67	11
68	13
69	15
70	18
71	21
72	24
73	26
74	28
75	30
76	32
77	34
78	36
79	39
80	42
81	45
82	47
83	50
84	52
85	54
86	55
87	57
88	59
89	61
90	63
91	65
92	66
93	68
94	69
95	70
96	71
97	72
98	73
99	74
100	75
101	75
102	77
103	77
104	78
105	78
106	79
107	79
108	80
109	80
110	81
111	81
112	82
113	82
114	83
115	83
116	83
117	84
118	84
119	84
120	85
121	85
122	86
123	86
124	87
125	87
126	88
127	88
128	88
129	89
130	90
131	90
132	90
133	90
134	91
135	92
136	92
137	93
138	93
139	94
140	95
141	95
142	95
143	96
144	97
145	97
146	98
147	100
148	100
149	101
150	102
151	103
152	103
153	104
154	105
155	105
156	106
157	106
158	107
159	108
160	108
161	110
162	110
163	111
164	111
165	112
166	112
167	113
168	113
169	114
170	116
171	116
172	117
173	117
174	119
175	119
176	121
177	121
178	121
179	123
180	123
181	126
182	126
183	128
184	128
185	131
186	131
187	133
188	133
189	135
190	135
191	135
192	137
193	137
194	138
195	138
196	140
197	140
198	140
199	141
200	141
201	143
202	143
203	143
204	145
205	145
206	147
207	147
208	149
209	149
210	149
211	151
212	151
213	153
214	153
215	155
216	155
217	157
218	157
219	157
220	159
221	159
222	161
223	161
224	162
225	162
226	164
227	164
228	166
229	166
230	166
231	168
232	168
233	170
234	170
235	170
236	173
237	173
238	173
239	177
240	177
241	177
242	177
243	177
244	183
245	183
246	183
247	183
248	183
249	183
250	183
251	183
252	183
253	183
254	183
255	183
