0 0	0.107949
1 0	0.004371
2 0	0.002207
3 0	0.006229
4 0	0.004221
5 0	0.003463
6 0	0.005730
7 0	0.003169
8 0	0.003734
9 0	0.002537
10 0	0.005676
11 0	0.002754
12 0	0.003680
13 0	0.002357
14 0	0.007077
15 0	0.002850
16 0	0.004076
17 0	0.002549
18 0	0.006686
19 0	0.002964
20 0	0.003800
21 0	0.002495
22 0	0.007431
23 0	0.002056
24 0	0.003565
25 0	0.002399
26 0	0.002934
27 0	0.008021
28 0	0.002525
29 0	0.003006
30 0	0.002778
31 0	0.003139
32 0	0.008279
33 0	0.002044
34 0	0.003289
35 0	0.002621
36 0	0.004263
37 0	0.007648
38 0	0.003601
39 0	0.003752
40 0	0.003301
41 0	0.007257
42 0	0.002507
43 0	0.003084
44 0	0.003175
45 0	0.003650
46 0	0.007119
47 0	0.002309
48 0	0.003547
49 0	0.003084
50 0	0.003662
51 0	0.007774
52 0	0.002345
53 0	0.004401
54 0	0.003199
55 0	0.003577
56 0	0.007949
57 0	0.002056
58 0	0.003752
59 0	0.003740
60 0	0.002700
61 0	0.007840
62 0	0.002399
63 0	0.003956
64 0	0.003716
65 0	0.002700
66 0	0.007636
67 0	0.002465
68 0	0.003577
69 0	0.003355
70 0	0.002483
71 0	0.006944
72 0	0.002423
73 0	0.003415
74 0	0.003241
75 0	0.004149
76 0	0.005772
77 0	0.003343
78 0	0.004371
79 0	0.003229
80 0	0.005820
81 0	0.002856
82 0	0.002766
83 0	0.003247
84 0	0.005375
85 0	0.005081
86 0	0.002940
87 0	0.004064
88 0	0.002603
89 0	0.005958
90 0	0.002976
91 0	0.002784
92 0	0.003487
93 0	0.005339
94 0	0.004912
95 0	0.002862
96 0	0.003511
97 0	0.005147
98 0	0.004864
99 0	0.002700
100 0	0.003277
101 0	0.004900
102 0	0.003908
103 0	0.003253
104 0	0.003018
105 0	0.005285
106 0	0.003608
107 0	0.003487
108 0	0.002748
109 0	0.004630
110 0	0.003992
111 0	0.002844
112 0	0.005051
113 0	0.003313
114 0	0.003241
115 0	0.004467
116 0	0.004852
117 0	0.002417
118 0	0.004533
119 0	0.004359
120 0	0.003163
121 0	0.005038
122 0	0.003487
123 0	0.004912
124 0	0.003680
125 0	0.004407
126 0	0.004149
127 0	0.003223
128 0	0.005032
129 0	0.002820
130 0	0.004377
131 0	0.002880
132 0	0.004882
133 0	0.002760
134 0	0.003163
135 0	0.004167
136 0	0.002495
137 0	0.002934
138 0	0.003457
139 0	0.002772
140 0	0.002567
141 0	0.002946
142 0	0.002146
143 0	0.002381
144 0	0.002255
145 0	0.002405
146 0	0.002597
147 0	0.002050
148 0	0.002171
149 0	0.001960
150 0	0.002056
151 0	0.002026
152 0	0.001732
153 0	0.002152
154 0	0.001617
155 0	0.002158
156 0	0.001810
157 0	0.002507
158 0	0.001966
159 0	0.001900
160 0	0.002273
161 0	0.002525
162 0	0.002189
163 0	0.002537
164 0	0.002435
165 0	0.002525
166 0	0.002585
167 0	0.002633
168 0	0.002682
169 0	0.002808
170 0	0.003018
171 0	0.002760
172 0	0.002748
173 0	0.003012
174 0	0.003066
175 0	0.002934
176 0	0.002742
177 0	0.002958
178 0	0.003036
179 0	0.002892
180 0	0.002898
181 0	0.003078
182 0	0.002904
183 0	0.003018
184 0	0.002832
185 0	0.002916
186 0	0.002958
187 0	0.002682
188 0	0.002730
189 0	0.002712
190 0	0.002333
191 0	0.002994
192 0	0.002561
193 0	0.003265
194 0	0.003145
195 0	0.002561
196 0	0.003145
197 0	0.002730
198 0	0.002633
199 0	0.003102
200 0	0.002790
201 0	0.003066
202 0	0.003114
203 0	0.002874
204 0	0.003583
205 0	0.003211
206 0	0.003235
207 0	0.003349
208 0	0.002886
209 0	0.003337
210 0	0.003529
211 0	0.003096
212 0	0.003698
213 0	0.003181
214 0	0.003271
215 0	0.003343
216 0	0.003487
217 0	0.003523
218 0	0.003794
219 0	0.003614
220 0	0.003499
221 0	0.003806
222 0	0.003968
223 0	0.004594
224 0	0.004485
225 0	0.004437
226 0	0.004594
227 0	0.004209
228 0	0.004413
229 0	0.004708
230 0	0.004431
231 0	0.003884
232 0	0.004563
233 0	0.004329
234 0	0.004491
235 0	0.004064
236 0	0.003770
237 0	0.003620
238 0	0.003866
239 0	0.003722
240 0	0.003896
241 0	0.003397
242 0	0.003355
243 0	0.003163
244 0	0.003120
245 0	0.002627
246 0	0.002207
247 0	0.002116
248 0	0.001972
249 0	0.001942
250 0	0.001696
251 0	0.001804
252 0	0.001659
253 0	0.001563
254 0	0.001858
255 0	0.003830
0 1	0.003710
1 1	0.003487
2 1	0.004305
3 1	0.003337
4 1	0.002333
5 1	0.002489
6 1	0.002591
7 1	0.002844
8 1	0.003523
9 1	0.003848
10 1	0.003211
11 1	0.003331
12 1	0.003734
13 1	0.004359
14 1	0.003632
15 1	0.002609
16 1	0.003908
17 1	0.002561
18 1	0.004203
19 1	0.002579
20 1	0.004557
21 1	0.003343
22 1	0.005063
23 1	0.003722
24 1	0.004786
25 1	0.001473
26 1	0.003680
27 1	0.004918
28 1	0.004642
29 1	0.005291
30 1	0.001407
31 1	0.004040
32 1	0.005808
33 1	0.001239
34 1	0.001148
35 1	0.004678
36 1	0.006253
37 1	0.001906
38 1	0.005213
39 1	0.006253
40 1	0.001227
41 1	0.001467
42 1	0.005195
43 1	0.006301
44 1	0.001359
45 1	0.001623
46 1	0.005994
47 1	0.006896
48 1	0.001389
49 1	0.001497
50 1	0.005712
51 1	0.007083
52 1	0.001311
53 1	0.001593
54 1	0.006187
55 1	0.007275
56 1	0.001491
57 1	0.000776
58 1	0.001046
59 1	0.006602
60 1	0.008279
61 1	0.001677
62 1	0.000728
63 1	0.001124
64 1	0.006854
65 1	0.008736
66 1	0.001804
67 1	0.000974
68 1	0.000956
69 1	0.006656
70 1	0.009380
71 1	0.001539
72 1	0.001647
73 1	0.006235
74 1	0.008784
75 1	0.001786
76 1	0.001130
77 1	0.000872
78 1	0.005664
79 1	0.009097
80 1	0.001677
81 1	0.001269
82 1	0.000914
83 1	0.005592
84 1	0.009602
85 1	0.002128
86 1	0.001533
87 1	0.000715
88 1	0.004527
89 1	0.010732
90 1	0.002050
91 1	0.002026
92 1	0.000661
93 1	0.004101
94 1	0.010474
95 1	0.002465
96 1	0.002495
97 1	0.000625
98 1	0.003950
99 1	0.009957
100 1	0.002820
101 1	0.002459
102 1	0.000583
103 1	0.003319
104 1	0.009319
105 1	0.002784
106 1	0.002700
107 1	0.000673
108 1	0.002567
109 1	0.009139
110 1	0.003060
111 1	0.002730
112 1	0.002892
113 1	0.008790
114 1	0.003157
115 1	0.003054
116 1	0.000583
117 1	0.002225
118 1	0.007786
119 1	0.003397
120 1	0.003211
121 1	0.002477
122 1	0.007203
123 1	0.003589
124 1	0.003914
125 1	0.000776
126 1	0.001990
127 1	0.007077
128 1	0.003830
129 1	0.004425
130 1	0.002074
131 1	0.007017
132 1	0.003710
133 1	0.004419
134 1	0.001792
135 1	0.006818
136 1	0.003505
137 1	0.004521
138 1	0.001990
139 1	0.006307
140 1	0.003114
141 1	0.003956
142 1	0.001918
143 1	0.005988
144 1	0.003205
145 1	0.004185
146 1	0.002038
147 1	0.005225
148 1	0.002796
149 1	0.004936
150 1	0.004978
151 1	0.003036
152 1	0.004582
153 1	0.004251
154 1	0.002982
155 1	0.004467
156 1	0.003854
157 1	0.002712
158 1	0.004624
159 1	0.003740
160 1	0.002814
161 1	0.005459
162 1	0.003565
163 1	0.005087
164 1	0.003722
165 1	0.004377
166 1	0.003151
167 1	0.002844
168 1	0.004582
169 1	0.003589
170 1	0.004684
171 1	0.004004
172 1	0.004545
173 1	0.004660
174 1	0.004377
175 1	0.005435
176 1	0.005159
177 1	0.004341
178 1	0.005165
179 1	0.004600
180 1	0.004335
181 1	0.004305
182 1	0.004149
183 1	0.004419
184 1	0.004269
185 1	0.004137
186 1	0.004197
187 1	0.004137
188 1	0.004479
189 1	0.004389
190 1	0.004539
191 1	0.004058
192 1	0.004293
193 1	0.004263
194 1	0.004227
195 1	0.003950
196 1	0.003830
197 1	0.004028
198 1	0.004052
199 1	0.004034
200 1	0.004365
201 1	0.004551
202 1	0.004034
203 1	0.004203
204 1	0.003740
205 1	0.004305
206 1	0.004113
207 1	0.004275
208 1	0.004269
209 1	0.003986
210 1	0.003956
211 1	0.003782
212 1	0.003986
213 1	0.004101
214 1	0.004010
215 1	0.004269
216 1	0.003806
217 1	0.003884
218 1	0.003716
219 1	0.004281
220 1	0.003632
221 1	0.003872
222 1	0.003361
223 1	0.003662
224 1	0.004425
225 1	0.003716
226 1	0.003728
227 1	0.003698
228 1	0.003632
229 1	0.003998
230 1	0.003752
231 1	0.003469
232 1	0.003589
233 1	0.003385
234 1	0.003373
235 1	0.003872
236 1	0.003686
237 1	0.003601
238 1	0.003728
239 1	0.003439
240 1	0.003577
241 1	0.003409
242 1	0.003217
243 1	0.003439
244 1	0.003114
245 1	0.002712
246 1	0.002940
247 1	0.002778
248 1	0.003175
249 1	0.003487
250 1	0.003908
251 1	0.004666
252 1	0.005429
253 1	0.005658
254 1	0.005171
255 1	0.007095
0 2	0.001792
1 2	0.000505
2 2	0.000397
3 2	0.000156
4 2	0.000734
5 2	0.000728
6 2	0.000565
7 2	0.000439
8 2	0.000746
9 2	0.000619
10 2	0.000523
11 2	0.000499
12 2	0.000409
13 2	0.000367
14 2	0.000295
15 2	0.000319
16 2	0.000325
17 2	0.000373
18 2	0.000313
19 2	0.000313
20 2	0.000379
21 2	0.000421
22 2	0.000331
23 2	0.000349
24 2	0.000265
25 2	0.000277
26 2	0.000210
27 2	0.000144
28 2	0.000234
29 2	0.000186
30 2	0.000222
31 2	0.000132
32 2	0.000307
33 2	0.000108
34 2	0.000210
35 2	0.000186
36 2	0.000337
37 2	0.000132
38 2	0.000265
39 2	0.000144
40 2	0.000439
41 2	0.000180
42 2	0.000343
43 2	0.000156
44 2	0.000385
45 2	0.000307
46 2	0.000126
47 2	0.000409
48 2	0.000186
49 2	0.000385
50 2	0.000487
51 2	0.000529
52 2	0.000914
53 2	0.001323
54 2	0.000878
55 2	0.001184
56 2	0.001184
57 2	0.001245
58 2	0.000926
59 2	0.001022
60 2	0.000890
61 2	0.001353
62 2	0.000866
63 2	0.001347
64 2	0.001154
65 2	0.001708
66 2	0.001094
67 2	0.001696
68 2	0.001852
69 2	0.002429
70 2	0.001852
71 2	0.002345
72 2	0.001852
73 2	0.003157
74 2	0.002255
75 2	0.003469
76 2	0.002152
77 2	0.003565
78 2	0.002309
79 2	0.004185
80 2	0.000950
81 2	0.004503
82 2	0.000938
83 2	0.005069
84 2	0.000878
85 2	0.004545
86 2	0.000812
87 2	0.005201
88 2	0.000920
89 2	0.005538
90 2	0.001190
91 2	0.003439
92 2	0.003024
93 2	0.003770
94 2	0.003373
95 2	0.001786
96 2	0.003998
97 2	0.003337
98 2	0.003956
99 2	0.002020
100 2	0.003704
101 2	0.003559
102 2	0.003595
103 2	0.002261
104 2	0.002609
105 2	0.005417
106 2	0.002399
107 2	0.002435
108 2	0.004329
109 2	0.003698
110 2	0.003319
111 2	0.001257
112 2	0.008333
113 2	0.000301
114 2	0.004449
115 2	0.000391
116 2	0.008081
117 2	0.000926
118 2	0.004630
119 2	0.000697
120 2	0.007840
121 2	0.001293
122 2	0.004924
123 2	0.000860
124 2	0.007197
125 2	0.001708
126 2	0.004161
127 2	0.001996
128 2	0.005610
129 2	0.003060
130 2	0.004431
131 2	0.002273
132 2	0.002110
133 2	0.006109
134 2	0.003211
135 2	0.005038
136 2	0.001575
137 2	0.002597
138 2	0.006127
139 2	0.005123
140 2	0.004022
141 2	0.002700
142 2	0.001371
143 2	0.008664
144 2	0.001846
145 2	0.005598
146 2	0.001437
147 2	0.006824
148 2	0.003319
149 2	0.005832
150 2	0.001407
151 2	0.002706
152 2	0.005658
153 2	0.004257
154 2	0.004954
155 2	0.002195
156 2	0.002363
157 2	0.006463
158 2	0.003481
159 2	0.006487
160 2	0.001677
161 2	0.003175
162 2	0.005628
163 2	0.003956
164 2	0.006788
165 2	0.002255
166 2	0.003054
167 2	0.006073
168 2	0.003499
169 2	0.006932
170 2	0.002345
171 2	0.003229
172 2	0.006175
173 2	0.003746
174 2	0.007077
175 2	0.002146
176 2	0.003734
177 2	0.005736
178 2	0.005207
179 2	0.005171
180 2	0.003896
181 2	0.001605
182 2	0.008730
183 2	0.002177
184 2	0.006542
185 2	0.002399
186 2	0.006854
187 2	0.004305
188 2	0.005008
189 2	0.003650
190 2	0.002375
191 2	0.007606
192 2	0.003024
193 2	0.005044
194 2	0.004076
195 2	0.006079
196 2	0.005147
197 2	0.004401
198 2	0.005694
199 2	0.001599
200 2	0.009897
201 2	0.002579
202 2	0.008051
203 2	0.002477
204 2	0.010071
205 2	0.002273
206 2	0.008838
207 2	0.002778
208 2	0.009861
209 2	0.003084
210 2	0.009668
211 2	0.003559
212 2	0.009740
213 2	0.003896
214 2	0.009001
215 2	0.004497
216 2	0.008700
217 2	0.005688
218 2	0.009969
219 2	0.006247
220 2	0.009380
221 2	0.007437
222 2	0.011141
223 2	0.009722
224 2	0.008682
225 2	0.010798
226 2	0.010744
227 2	0.009848
228 2	0.010853
229 2	0.011532
230 2	0.011694
231 2	0.011670
232 2	0.014671
233 2	0.010510
234 2	0.013576
235 2	0.012308
236 2	0.011111
237 2	0.013161
238 2	0.008580
239 2	0.011231
240 2	0.008880
241 2	0.009145
242 2	0.006776
243 2	0.008213
244 2	0.007077
245 2	0.006746
246 2	0.004984
247 2	0.005952
248 2	0.004840
249 2	0.005141
250 2	0.005020
251 2	0.005189
252 2	0.004750
253 2	0.004329
254 2	0.005291
255 2	0.026473
